Class Name,API Name,Number of Input Parameters,Input Parameter Types,_merge
BackupManagerService$Lifecycle,filterAppsEligibleForBackup,2,"[<Application,Lcom/android/server/backup/Trampoline>, <Application,[Ljava/lang/String>]",both
BackupManagerService$Lifecycle,fullTransportBackup,2,"[<Application,Lcom/android/server/backup/Trampoline>, <Application,[Ljava/lang/String>]",both
BackupManagerService$Lifecycle,getAvailableRestoreToken,2,"[<Application,Lcom/android/server/backup/Trampoline>, <Application,Ljava/lang/String>]",both
BackupManagerService$Lifecycle,getConfigurationIntent,2,"[<Application,Lcom/android/server/backup/Trampoline>, <Application,Ljava/lang/String>]",both
BackupManagerService$Lifecycle,getCurrentTransport,1,"[<Application,Lcom/android/server/backup/Trampoline>]",both
BackupManagerService$Lifecycle,getDataManagementIntent,2,"[<Application,Lcom/android/server/backup/Trampoline>, <Application,Ljava/lang/String>]",both
BackupManagerService$Lifecycle,getDataManagementLabel,2,"[<Application,Lcom/android/server/backup/Trampoline>, <Application,Ljava/lang/String>]",both
BackupManagerService$Lifecycle,getDestinationString,2,"[<Application,Lcom/android/server/backup/Trampoline>, <Application,Ljava/lang/String>]",both
BackupManagerService$Lifecycle,getTransportWhitelist,1,"[<Application,Lcom/android/server/backup/Trampoline>]",both
BackupManagerService$Lifecycle,hasBackupPassword,1,"[<Application,Lcom/android/server/backup/Trampoline>]",both
BackupManagerService$Lifecycle,isAppEligibleForBackup,2,"[<Application,Lcom/android/server/backup/Trampoline>, <Application,Ljava/lang/String>]",both
BackupManagerService$Lifecycle,isBackupEnabled,1,"[<Application,Lcom/android/server/backup/Trampoline>]",both
BackupManagerService$Lifecycle,isBackupServiceActive,2,"[<Application,Lcom/android/server/backup/Trampoline>, <Primordial,I>]",both
BackupManagerService$Lifecycle,listAllTransportComponents,1,"[<Application,Lcom/android/server/backup/Trampoline>]",both
BackupManagerService$Lifecycle,listAllTransports,1,"[<Application,Lcom/android/server/backup/Trampoline>]",both
BackupManagerService$Lifecycle,opComplete,3,"[<Application,Lcom/android/server/backup/Trampoline>, <Primordial,I>, <Primordial,J>]",both
BackupManagerService$Lifecycle,requestBackup,5,"[<Application,Lcom/android/server/backup/Trampoline>, <Application,[Ljava/lang/String>, <Application,Landroid/app/backup/IBackupObserver>, <Application,Landroid/app/backup/IBackupManagerMonitor>, <Primordial,I>]",both
BackupManagerService$Lifecycle,restoreAtInstall,3,"[<Application,Lcom/android/server/backup/Trampoline>, <Application,Ljava/lang/String>, <Primordial,I>]",both
BackupManagerService$Lifecycle,selectBackupTransport,2,"[<Application,Lcom/android/server/backup/Trampoline>, <Application,Ljava/lang/String>]",both
BackupManagerService$Lifecycle,selectBackupTransportAsync,3,"[<Application,Lcom/android/server/backup/Trampoline>, <Application,Landroid/content/ComponentName>, <Application,Landroid/app/backup/ISelectBackupTransportCallback>]",both
BackupManagerService$Lifecycle,setAutoRestore,2,"[<Application,Lcom/android/server/backup/Trampoline>, <Primordial,Z>]",both
BackupManagerService$Lifecycle,setBackupEnabled,2,"[<Application,Lcom/android/server/backup/Trampoline>, <Primordial,Z>]",both
BackupManagerService$Lifecycle,setBackupPassword,3,"[<Application,Lcom/android/server/backup/Trampoline>, <Application,Ljava/lang/String>, <Application,Ljava/lang/String>]",both
BackupManagerService$Lifecycle,setBackupProvisioned,2,"[<Application,Lcom/android/server/backup/Trampoline>, <Primordial,Z>]",both
BackupManagerService$Lifecycle,setBackupServiceActive,3,"[<Application,Lcom/android/server/backup/Trampoline>, <Primordial,I>, <Primordial,Z>]",both
BackupManagerService$Lifecycle,updateTransportAttributes,7,"[<Application,Lcom/android/server/backup/Trampoline>, <Application,Landroid/content/ComponentName>, <Application,Ljava/lang/String>, <Application,Landroid/content/Intent>, <Application,Ljava/lang/String>, <Application,Landroid/content/Intent>, <Application,Ljava/lang/String>]",both
MidiService$Lifecycle,closeDevice,3,"[<Application,Lcom/android/server/midi/MidiService>, <Application,Landroid/os/IBinder>, <Application,Landroid/os/IBinder>]",both
MidiService$Lifecycle,getDeviceStatus,2,"[<Application,Lcom/android/server/midi/MidiService>, <Application,Landroid/media/midi/MidiDeviceInfo>]",both
MidiService$Lifecycle,getDevices,1,"[<Application,Lcom/android/server/midi/MidiService>]",both
MidiService$Lifecycle,getServiceDeviceInfo,3,"[<Application,Lcom/android/server/midi/MidiService>, <Application,Ljava/lang/String>, <Application,Ljava/lang/String>]",both
MidiService$Lifecycle,openBluetoothDevice,4,"[<Application,Lcom/android/server/midi/MidiService>, <Application,Landroid/os/IBinder>, <Application,Landroid/bluetooth/BluetoothDevice>, <Application,Landroid/media/midi/IMidiDeviceOpenCallback>]",both
MidiService$Lifecycle,openDevice,4,"[<Application,Lcom/android/server/midi/MidiService>, <Application,Landroid/os/IBinder>, <Application,Landroid/media/midi/MidiDeviceInfo>, <Application,Landroid/media/midi/IMidiDeviceOpenCallback>]",both
MidiService$Lifecycle,registerDeviceServer,8,"[<Application,Lcom/android/server/midi/MidiService>, <Application,Landroid/media/midi/IMidiDeviceServer>, <Primordial,I>, <Primordial,I>, <Application,[Ljava/lang/String>, <Application,[Ljava/lang/String>, <Application,Landroid/os/Bundle>, <Primordial,I>]",both
MidiService$Lifecycle,registerListener,3,"[<Application,Lcom/android/server/midi/MidiService>, <Application,Landroid/os/IBinder>, <Application,Landroid/media/midi/IMidiDeviceListener>]",both
MidiService$Lifecycle,setDeviceStatus,3,"[<Application,Lcom/android/server/midi/MidiService>, <Application,Landroid/media/midi/IMidiDeviceServer>, <Application,Landroid/media/midi/MidiDeviceStatus>]",both
MidiService$Lifecycle,unregisterDeviceServer,2,"[<Application,Lcom/android/server/midi/MidiService>, <Application,Landroid/media/midi/IMidiDeviceServer>]",both
MidiService$Lifecycle,unregisterListener,3,"[<Application,Lcom/android/server/midi/MidiService>, <Application,Landroid/os/IBinder>, <Application,Landroid/media/midi/IMidiDeviceListener>]",both
NotificationManagerService,addAutomaticZenRule,2,"[<Application,Lcom/android/server/notification/NotificationManagerService$12>, <Application,Landroid/app/AutomaticZenRule>]",right_only
NotificationManagerService,applyAdjustmentFromAssistant,3,"[<Application,Lcom/android/server/notification/NotificationManagerService$12>, <Application,Landroid/service/notification/INotificationListener>, <Application,Landroid/service/notification/Adjustment>]",right_only
NotificationManagerService,applyAdjustmentsFromAssistant,3,"[<Application,Lcom/android/server/notification/NotificationManagerService$12>, <Application,Landroid/service/notification/INotificationListener>, <Application,Ljava/util/List>]",right_only
NotificationManagerService,applyEnqueuedAdjustmentFromAssistant,3,"[<Application,Lcom/android/server/notification/NotificationManagerService$12>, <Application,Landroid/service/notification/INotificationListener>, <Application,Landroid/service/notification/Adjustment>]",right_only
NotificationManagerService,applyRestore,3,"[<Application,Lcom/android/server/notification/NotificationManagerService$12>, <Primordial,[B>, <Primordial,I>]",right_only
NotificationManagerService,areChannelsBypassingDnd,1,"[<Application,Lcom/android/server/notification/NotificationManagerService$12>]",right_only
NotificationManagerService,areNotificationsEnabled,2,"[<Application,Lcom/android/server/notification/NotificationManagerService$12>, <Application,Ljava/lang/String>]",right_only
NotificationManagerService,areNotificationsEnabledForPackage,3,"[<Application,Lcom/android/server/notification/NotificationManagerService$12>, <Application,Ljava/lang/String>, <Primordial,I>]",right_only
NotificationManagerService,canShowBadge,3,"[<Application,Lcom/android/server/notification/NotificationManagerService$12>, <Application,Ljava/lang/String>, <Primordial,I>]",right_only
NotificationManagerService,cancelAllNotifications,3,"[<Application,Lcom/android/server/notification/NotificationManagerService$12>, <Application,Ljava/lang/String>, <Primordial,I>]",right_only
NotificationManagerService,cancelNotificationFromListener,5,"[<Application,Lcom/android/server/notification/NotificationManagerService$12>, <Application,Landroid/service/notification/INotificationListener>, <Application,Ljava/lang/String>, <Application,Ljava/lang/String>, <Primordial,I>]",right_only
NotificationManagerService,cancelNotificationWithTag,5,"[<Application,Lcom/android/server/notification/NotificationManagerService$12>, <Application,Ljava/lang/String>, <Application,Ljava/lang/String>, <Primordial,I>, <Primordial,I>]",right_only
NotificationManagerService,cancelNotificationsFromListener,3,"[<Application,Lcom/android/server/notification/NotificationManagerService$12>, <Application,Landroid/service/notification/INotificationListener>, <Application,[Ljava/lang/String>]",right_only
NotificationManagerService,cancelToast,3,"[<Application,Lcom/android/server/notification/NotificationManagerService$12>, <Application,Ljava/lang/String>, <Application,Landroid/app/ITransientNotification>]",right_only
NotificationManagerService,clearData,4,"[<Application,Lcom/android/server/notification/NotificationManagerService$12>, <Application,Ljava/lang/String>, <Primordial,I>, <Primordial,Z>]",right_only
NotificationManagerService,createNotificationChannelGroups,3,"[<Application,Lcom/android/server/notification/NotificationManagerService$12>, <Application,Ljava/lang/String>, <Application,Landroid/content/pm/ParceledListSlice>]",right_only
NotificationManagerService,createNotificationChannels,3,"[<Application,Lcom/android/server/notification/NotificationManagerService$12>, <Application,Ljava/lang/String>, <Application,Landroid/content/pm/ParceledListSlice>]",right_only
NotificationManagerService,createNotificationChannelsForPackage,4,"[<Application,Lcom/android/server/notification/NotificationManagerService$12>, <Application,Ljava/lang/String>, <Primordial,I>, <Application,Landroid/content/pm/ParceledListSlice>]",right_only
NotificationManagerService,deleteNotificationChannel,3,"[<Application,Lcom/android/server/notification/NotificationManagerService$12>, <Application,Ljava/lang/String>, <Application,Ljava/lang/String>]",right_only
NotificationManagerService,deleteNotificationChannelGroup,3,"[<Application,Lcom/android/server/notification/NotificationManagerService$12>, <Application,Ljava/lang/String>, <Application,Ljava/lang/String>]",right_only
NotificationManagerService,enqueueEdgeNotification,6,"[<Application,Lcom/android/server/notification/NotificationManagerService$12>, <Application,Ljava/lang/String>, <Application,Ljava/lang/String>, <Primordial,I>, <Application,Landroid/os/Bundle>, <Primordial,I>]",right_only
NotificationManagerService,enqueueNotificationWithTag,7,"[<Application,Lcom/android/server/notification/NotificationManagerService$12>, <Application,Ljava/lang/String>, <Application,Ljava/lang/String>, <Application,Ljava/lang/String>, <Primordial,I>, <Application,Landroid/app/Notification>, <Primordial,I>]",right_only
NotificationManagerService,enqueueToast,4,"[<Application,Lcom/android/server/notification/NotificationManagerService$12>, <Application,Ljava/lang/String>, <Application,Landroid/app/ITransientNotification>, <Primordial,I>]",right_only
NotificationManagerService,enqueueToastForDisplay,7,"[<Application,Lcom/android/server/notification/NotificationManagerService$12>, <Application,Ljava/lang/String>, <Application,Landroid/app/ITransientNotification>, <Primordial,I>, <Primordial,I>, <Application,Ljava/lang/String>, <Primordial,I>]",right_only
NotificationManagerService,enqueueToastLog,6,"[<Application,Lcom/android/server/notification/NotificationManagerService$12>, <Application,Ljava/lang/String>, <Application,Landroid/app/ITransientNotification>, <Primordial,I>, <Application,Ljava/lang/String>, <Primordial,I>]",right_only
NotificationManagerService,finishToken,3,"[<Application,Lcom/android/server/notification/NotificationManagerService$12>, <Application,Ljava/lang/String>, <Application,Landroid/app/ITransientNotification>]",right_only
NotificationManagerService,getActiveNotifications,2,"[<Application,Lcom/android/server/notification/NotificationManagerService$12>, <Application,Ljava/lang/String>]",right_only
NotificationManagerService,getActiveNotificationsFromListener,4,"[<Application,Lcom/android/server/notification/NotificationManagerService$12>, <Application,Landroid/service/notification/INotificationListener>, <Application,[Ljava/lang/String>, <Primordial,I>]",right_only
NotificationManagerService,getAppActiveNotifications,3,"[<Application,Lcom/android/server/notification/NotificationManagerService$12>, <Application,Ljava/lang/String>, <Primordial,I>]",right_only
NotificationManagerService,getAutomaticZenRule,2,"[<Application,Lcom/android/server/notification/NotificationManagerService$12>, <Application,Ljava/lang/String>]",right_only
NotificationManagerService,getBackupPayload,2,"[<Application,Lcom/android/server/notification/NotificationManagerService$12>, <Primordial,I>]",right_only
NotificationManagerService,getBlockedAppCount,2,"[<Application,Lcom/android/server/notification/NotificationManagerService$12>, <Primordial,I>]",right_only
NotificationManagerService,getBlockedChannelCount,3,"[<Application,Lcom/android/server/notification/NotificationManagerService$12>, <Application,Ljava/lang/String>, <Primordial,I>]",right_only
NotificationManagerService,getDeletedChannelCount,3,"[<Application,Lcom/android/server/notification/NotificationManagerService$12>, <Application,Ljava/lang/String>, <Primordial,I>]",right_only
NotificationManagerService,getEffectsSuppressor,1,"[<Application,Lcom/android/server/notification/NotificationManagerService$12>]",right_only
NotificationManagerService,getEnabledNotificationListenerPackages,1,"[<Application,Lcom/android/server/notification/NotificationManagerService$12>]",right_only
NotificationManagerService,getEnabledNotificationListeners,2,"[<Application,Lcom/android/server/notification/NotificationManagerService$12>, <Primordial,I>]",right_only
NotificationManagerService,getHintsFromListener,2,"[<Application,Lcom/android/server/notification/NotificationManagerService$12>, <Application,Landroid/service/notification/INotificationListener>]",right_only
NotificationManagerService,getHistoricalNotifications,3,"[<Application,Lcom/android/server/notification/NotificationManagerService$12>, <Application,Ljava/lang/String>, <Primordial,I>]",right_only
NotificationManagerService,getInterruptionFilterFromListener,2,"[<Application,Lcom/android/server/notification/NotificationManagerService$12>, <Application,Landroid/service/notification/INotificationListener>]",right_only
NotificationManagerService,getNotificationChannel,3,"[<Application,Lcom/android/server/notification/NotificationManagerService$12>, <Application,Ljava/lang/String>, <Application,Ljava/lang/String>]",right_only
NotificationManagerService,getNotificationChannelForPackage,5,"[<Application,Lcom/android/server/notification/NotificationManagerService$12>, <Application,Ljava/lang/String>, <Primordial,I>, <Application,Ljava/lang/String>, <Primordial,Z>]",right_only
NotificationManagerService,getNotificationChannelGroup,3,"[<Application,Lcom/android/server/notification/NotificationManagerService$12>, <Application,Ljava/lang/String>, <Application,Ljava/lang/String>]",right_only
NotificationManagerService,getNotificationChannelGroupForPackage,4,"[<Application,Lcom/android/server/notification/NotificationManagerService$12>, <Application,Ljava/lang/String>, <Application,Ljava/lang/String>, <Primordial,I>]",right_only
NotificationManagerService,getNotificationChannelGroups,2,"[<Application,Lcom/android/server/notification/NotificationManagerService$12>, <Application,Ljava/lang/String>]",right_only
NotificationManagerService,getNotificationChannelGroupsForPackage,4,"[<Application,Lcom/android/server/notification/NotificationManagerService$12>, <Application,Ljava/lang/String>, <Primordial,I>, <Primordial,Z>]",right_only
NotificationManagerService,getNotificationChannelGroupsFromPrivilegedListener,4,"[<Application,Lcom/android/server/notification/NotificationManagerService$12>, <Application,Landroid/service/notification/INotificationListener>, <Application,Ljava/lang/String>, <Application,Landroid/os/UserHandle>]",right_only
NotificationManagerService,getNotificationChannels,2,"[<Application,Lcom/android/server/notification/NotificationManagerService$12>, <Application,Ljava/lang/String>]",right_only
NotificationManagerService,getNotificationChannelsForPackage,4,"[<Application,Lcom/android/server/notification/NotificationManagerService$12>, <Application,Ljava/lang/String>, <Primordial,I>, <Primordial,Z>]",right_only
NotificationManagerService,getNotificationChannelsFromPrivilegedListener,4,"[<Application,Lcom/android/server/notification/NotificationManagerService$12>, <Application,Landroid/service/notification/INotificationListener>, <Application,Ljava/lang/String>, <Application,Landroid/os/UserHandle>]",right_only
NotificationManagerService,getNotificationPolicy,2,"[<Application,Lcom/android/server/notification/NotificationManagerService$12>, <Application,Ljava/lang/String>]",right_only
NotificationManagerService,getNumNotificationChannelsForPackage,4,"[<Application,Lcom/android/server/notification/NotificationManagerService$12>, <Application,Ljava/lang/String>, <Primordial,I>, <Primordial,Z>]",right_only
NotificationManagerService,getPackageImportance,2,"[<Application,Lcom/android/server/notification/NotificationManagerService$12>, <Application,Ljava/lang/String>]",right_only
NotificationManagerService,getPopulatedNotificationChannelGroupForPackage,5,"[<Application,Lcom/android/server/notification/NotificationManagerService$12>, <Application,Ljava/lang/String>, <Primordial,I>, <Application,Ljava/lang/String>, <Primordial,Z>]",right_only
NotificationManagerService,getRecentNotifyingAppsForUser,2,"[<Application,Lcom/android/server/notification/NotificationManagerService$12>, <Primordial,I>]",right_only
NotificationManagerService,getRuleInstanceCount,2,"[<Application,Lcom/android/server/notification/NotificationManagerService$12>, <Application,Landroid/content/ComponentName>]",right_only
NotificationManagerService,getSnoozedNotificationsFromListener,3,"[<Application,Lcom/android/server/notification/NotificationManagerService$12>, <Application,Landroid/service/notification/INotificationListener>, <Primordial,I>]",right_only
NotificationManagerService,getZenMode,1,"[<Application,Lcom/android/server/notification/NotificationManagerService$12>]",right_only
NotificationManagerService,getZenModeConfig,1,"[<Application,Lcom/android/server/notification/NotificationManagerService$12>]",right_only
NotificationManagerService,getZenRules,1,"[<Application,Lcom/android/server/notification/NotificationManagerService$12>]",right_only
NotificationManagerService,isNotificationAssistantAccessGranted,2,"[<Application,Lcom/android/server/notification/NotificationManagerService$12>, <Application,Landroid/content/ComponentName>]",right_only
NotificationManagerService,isNotificationListenerAccessGranted,2,"[<Application,Lcom/android/server/notification/NotificationManagerService$12>, <Application,Landroid/content/ComponentName>]",right_only
NotificationManagerService,isNotificationListenerAccessGrantedForUser,3,"[<Application,Lcom/android/server/notification/NotificationManagerService$12>, <Application,Landroid/content/ComponentName>, <Primordial,I>]",right_only
NotificationManagerService,isNotificationPolicyAccessGranted,2,"[<Application,Lcom/android/server/notification/NotificationManagerService$12>, <Application,Ljava/lang/String>]",right_only
NotificationManagerService,isNotificationPolicyAccessGrantedForPackage,2,"[<Application,Lcom/android/server/notification/NotificationManagerService$12>, <Application,Ljava/lang/String>]",right_only
NotificationManagerService,isSystemConditionProviderEnabled,2,"[<Application,Lcom/android/server/notification/NotificationManagerService$12>, <Application,Ljava/lang/String>]",right_only
NotificationManagerService,matchesCallFilter,2,"[<Application,Lcom/android/server/notification/NotificationManagerService$12>, <Application,Landroid/os/Bundle>]",right_only
NotificationManagerService,matchesMessageFilter,2,"[<Application,Lcom/android/server/notification/NotificationManagerService$12>, <Application,Landroid/os/Bundle>]",right_only
NotificationManagerService,notifyConditions,4,"[<Application,Lcom/android/server/notification/NotificationManagerService$12>, <Application,Ljava/lang/String>, <Application,Landroid/service/notification/IConditionProvider>, <Application,[Landroid/service/notification/Condition>]",right_only
NotificationManagerService,onlyHasDefaultChannel,3,"[<Application,Lcom/android/server/notification/NotificationManagerService$12>, <Application,Ljava/lang/String>, <Primordial,I>]",right_only
NotificationManagerService,registerListener,4,"[<Application,Lcom/android/server/notification/NotificationManagerService$12>, <Application,Landroid/service/notification/INotificationListener>, <Application,Landroid/content/ComponentName>, <Primordial,I>]",right_only
NotificationManagerService,removeAutomaticZenRule,2,"[<Application,Lcom/android/server/notification/NotificationManagerService$12>, <Application,Ljava/lang/String>]",right_only
NotificationManagerService,removeAutomaticZenRules,2,"[<Application,Lcom/android/server/notification/NotificationManagerService$12>, <Application,Ljava/lang/String>]",right_only
NotificationManagerService,removeEdgeNotification,5,"[<Application,Lcom/android/server/notification/NotificationManagerService$12>, <Application,Ljava/lang/String>, <Primordial,I>, <Application,Landroid/os/Bundle>, <Primordial,I>]",right_only
NotificationManagerService,requestBindListener,2,"[<Application,Lcom/android/server/notification/NotificationManagerService$12>, <Application,Landroid/content/ComponentName>]",right_only
NotificationManagerService,requestBindProvider,2,"[<Application,Lcom/android/server/notification/NotificationManagerService$12>, <Application,Landroid/content/ComponentName>]",right_only
NotificationManagerService,requestHintsFromListener,3,"[<Application,Lcom/android/server/notification/NotificationManagerService$12>, <Application,Landroid/service/notification/INotificationListener>, <Primordial,I>]",right_only
NotificationManagerService,requestInterruptionFilterFromListener,3,"[<Application,Lcom/android/server/notification/NotificationManagerService$12>, <Application,Landroid/service/notification/INotificationListener>, <Primordial,I>]",right_only
NotificationManagerService,requestUnbindListener,2,"[<Application,Lcom/android/server/notification/NotificationManagerService$12>, <Application,Landroid/service/notification/INotificationListener>]",right_only
NotificationManagerService,requestUnbindProvider,2,"[<Application,Lcom/android/server/notification/NotificationManagerService$12>, <Application,Landroid/service/notification/IConditionProvider>]",right_only
NotificationManagerService,setInterruptionFilter,3,"[<Application,Lcom/android/server/notification/NotificationManagerService$12>, <Application,Ljava/lang/String>, <Primordial,I>]",right_only
NotificationManagerService,setNotificationAssistantAccessGranted,3,"[<Application,Lcom/android/server/notification/NotificationManagerService$12>, <Application,Landroid/content/ComponentName>, <Primordial,Z>]",right_only
NotificationManagerService,setNotificationAssistantAccessGrantedForUser,4,"[<Application,Lcom/android/server/notification/NotificationManagerService$12>, <Application,Landroid/content/ComponentName>, <Primordial,I>, <Primordial,Z>]",right_only
NotificationManagerService,setNotificationListenerAccessGranted,3,"[<Application,Lcom/android/server/notification/NotificationManagerService$12>, <Application,Landroid/content/ComponentName>, <Primordial,Z>]",right_only
NotificationManagerService,setNotificationListenerAccessGrantedForUser,4,"[<Application,Lcom/android/server/notification/NotificationManagerService$12>, <Application,Landroid/content/ComponentName>, <Primordial,I>, <Primordial,Z>]",right_only
NotificationManagerService,setNotificationPolicy,3,"[<Application,Lcom/android/server/notification/NotificationManagerService$12>, <Application,Ljava/lang/String>, <Application,Landroid/app/NotificationManager$Policy>]",right_only
NotificationManagerService,setNotificationPolicyAccessGranted,3,"[<Application,Lcom/android/server/notification/NotificationManagerService$12>, <Application,Ljava/lang/String>, <Primordial,Z>]",right_only
NotificationManagerService,setNotificationPolicyAccessGrantedForUser,4,"[<Application,Lcom/android/server/notification/NotificationManagerService$12>, <Application,Ljava/lang/String>, <Primordial,I>, <Primordial,Z>]",right_only
NotificationManagerService,setNotificationsEnabledForPackage,4,"[<Application,Lcom/android/server/notification/NotificationManagerService$12>, <Application,Ljava/lang/String>, <Primordial,I>, <Primordial,Z>]",right_only
NotificationManagerService,setNotificationsEnabledWithImportanceLockForPackage,4,"[<Application,Lcom/android/server/notification/NotificationManagerService$12>, <Application,Ljava/lang/String>, <Primordial,I>, <Primordial,Z>]",right_only
NotificationManagerService,setNotificationsShownFromListener,3,"[<Application,Lcom/android/server/notification/NotificationManagerService$12>, <Application,Landroid/service/notification/INotificationListener>, <Application,[Ljava/lang/String>]",right_only
NotificationManagerService,setOnNotificationPostedTrimFromListener,3,"[<Application,Lcom/android/server/notification/NotificationManagerService$12>, <Application,Landroid/service/notification/INotificationListener>, <Primordial,I>]",right_only
NotificationManagerService,setShowBadge,4,"[<Application,Lcom/android/server/notification/NotificationManagerService$12>, <Application,Ljava/lang/String>, <Primordial,I>, <Primordial,Z>]",right_only
NotificationManagerService,setZenMode,4,"[<Application,Lcom/android/server/notification/NotificationManagerService$12>, <Primordial,I>, <Application,Landroid/net/Uri>, <Application,Ljava/lang/String>]",right_only
NotificationManagerService,snoozeNotificationUntilContextFromListener,4,"[<Application,Lcom/android/server/notification/NotificationManagerService$12>, <Application,Landroid/service/notification/INotificationListener>, <Application,Ljava/lang/String>, <Application,Ljava/lang/String>]",right_only
NotificationManagerService,snoozeNotificationUntilFromListener,4,"[<Application,Lcom/android/server/notification/NotificationManagerService$12>, <Application,Landroid/service/notification/INotificationListener>, <Application,Ljava/lang/String>, <Primordial,J>]",right_only
NotificationManagerService,unregisterListener,3,"[<Application,Lcom/android/server/notification/NotificationManagerService$12>, <Application,Landroid/service/notification/INotificationListener>, <Primordial,I>]",right_only
NotificationManagerService,unsnoozeNotificationFromAssistant,3,"[<Application,Lcom/android/server/notification/NotificationManagerService$12>, <Application,Landroid/service/notification/INotificationListener>, <Application,Ljava/lang/String>]",right_only
NotificationManagerService,updateAutomaticZenRule,3,"[<Application,Lcom/android/server/notification/NotificationManagerService$12>, <Application,Ljava/lang/String>, <Application,Landroid/app/AutomaticZenRule>]",right_only
NotificationManagerService,updateNotificationChannelForPackage,4,"[<Application,Lcom/android/server/notification/NotificationManagerService$12>, <Application,Ljava/lang/String>, <Primordial,I>, <Application,Landroid/app/NotificationChannel>]",right_only
NotificationManagerService,updateNotificationChannelFromPrivilegedListener,5,"[<Application,Lcom/android/server/notification/NotificationManagerService$12>, <Application,Landroid/service/notification/INotificationListener>, <Application,Ljava/lang/String>, <Application,Landroid/os/UserHandle>, <Application,Landroid/app/NotificationChannel>]",right_only
NotificationManagerService,updateNotificationChannelGroupForPackage,4,"[<Application,Lcom/android/server/notification/NotificationManagerService$12>, <Application,Ljava/lang/String>, <Primordial,I>, <Application,Landroid/app/NotificationChannelGroup>]",right_only
NotificationManagerService,updateNotificationChannelGroupFromPrivilegedListener,5,"[<Application,Lcom/android/server/notification/NotificationManagerService$12>, <Application,Landroid/service/notification/INotificationListener>, <Application,Ljava/lang/String>, <Application,Landroid/os/UserHandle>, <Application,Landroid/app/NotificationChannelGroup>]",right_only
UserManagerService$LifeCycle,canAddMoreManagedProfiles,4,"[<Application,Lcom/android/server/pm/UserManagerService>, <Primordial,I>, <Primordial,Z>, <Primordial,I>]",right_only
UserManagerService$LifeCycle,canAddMoreManagedProfiles,3,"[<Application,Lcom/android/server/pm/UserManagerService>, <Primordial,I>, <Primordial,Z>]",right_only
UserManagerService$LifeCycle,canHaveRestrictedProfile,2,"[<Application,Lcom/android/server/pm/UserManagerService>, <Primordial,I>]",right_only
UserManagerService$LifeCycle,clearSeedAccountData,1,"[<Application,Lcom/android/server/pm/UserManagerService>]",right_only
UserManagerService$LifeCycle,createProfileForUser,5,"[<Application,Lcom/android/server/pm/UserManagerService>, <Application,Ljava/lang/String>, <Primordial,I>, <Primordial,I>, <Application,[Ljava/lang/String>]",right_only
UserManagerService$LifeCycle,createProfileForUserEvenWhenDisallowed,5,"[<Application,Lcom/android/server/pm/UserManagerService>, <Application,Ljava/lang/String>, <Primordial,I>, <Primordial,I>, <Application,[Ljava/lang/String>]",right_only
UserManagerService$LifeCycle,createRestrictedProfile,3,"[<Application,Lcom/android/server/pm/UserManagerService>, <Application,Ljava/lang/String>, <Primordial,I>]",right_only
UserManagerService$LifeCycle,createUser,3,"[<Application,Lcom/android/server/pm/UserManagerService>, <Application,Ljava/lang/String>, <Primordial,I>]",right_only
UserManagerService$LifeCycle,evictCredentialEncryptionKey,2,"[<Application,Lcom/android/server/pm/UserManagerService>, <Primordial,I>]",right_only
UserManagerService$LifeCycle,getApplicationRestrictions,2,"[<Application,Lcom/android/server/pm/UserManagerService>, <Application,Ljava/lang/String>]",right_only
UserManagerService$LifeCycle,getApplicationRestrictionsForUser,3,"[<Application,Lcom/android/server/pm/UserManagerService>, <Application,Ljava/lang/String>, <Primordial,I>]",right_only
UserManagerService$LifeCycle,getBModeDefaultIcon,2,"[<Application,Lcom/android/server/pm/UserManagerService>, <Primordial,I>]",right_only
UserManagerService$LifeCycle,getCredentialOwnerProfile,2,"[<Application,Lcom/android/server/pm/UserManagerService>, <Primordial,I>]",right_only
UserManagerService$LifeCycle,getDefaultGuestRestrictions,1,"[<Application,Lcom/android/server/pm/UserManagerService>]",right_only
UserManagerService$LifeCycle,getManagedProfileBadge,2,"[<Application,Lcom/android/server/pm/UserManagerService>, <Primordial,I>]",right_only
UserManagerService$LifeCycle,getPrimaryUser,1,"[<Application,Lcom/android/server/pm/UserManagerService>]",right_only
UserManagerService$LifeCycle,getProfileIds,3,"[<Application,Lcom/android/server/pm/UserManagerService>, <Primordial,I>, <Primordial,Z>]",right_only
UserManagerService$LifeCycle,getProfileParent,2,"[<Application,Lcom/android/server/pm/UserManagerService>, <Primordial,I>]",right_only
UserManagerService$LifeCycle,getProfileParentId,2,"[<Application,Lcom/android/server/pm/UserManagerService>, <Primordial,I>]",right_only
UserManagerService$LifeCycle,getProfiles,3,"[<Application,Lcom/android/server/pm/UserManagerService>, <Primordial,I>, <Primordial,Z>]",right_only
UserManagerService$LifeCycle,getSeedAccountName,1,"[<Application,Lcom/android/server/pm/UserManagerService>]",right_only
UserManagerService$LifeCycle,getSeedAccountOptions,1,"[<Application,Lcom/android/server/pm/UserManagerService>]",right_only
UserManagerService$LifeCycle,getSeedAccountType,1,"[<Application,Lcom/android/server/pm/UserManagerService>]",right_only
UserManagerService$LifeCycle,getUserAccount,2,"[<Application,Lcom/android/server/pm/UserManagerService>, <Primordial,I>]",right_only
UserManagerService$LifeCycle,getUserCreationTime,2,"[<Application,Lcom/android/server/pm/UserManagerService>, <Primordial,I>]",right_only
