Class Name,API Name,Number of Input Parameters,Input Parameter Types,_merge
NotificationManagerService,addAutomaticZenRule,2,"[<Application,Lcom/android/server/notification/NotificationManagerService$10>, <Application,Landroid/app/AutomaticZenRule>]",left_only
NotificationManagerService,applyRestore,3,"[<Application,Lcom/android/server/notification/NotificationManagerService$10>, <Primordial,[B>, <Primordial,I>]",left_only
NotificationManagerService,areChannelsBypassingDnd,1,"[<Application,Lcom/android/server/notification/NotificationManagerService$10>]",left_only
NotificationManagerService,areNotificationsEnabled,2,"[<Application,Lcom/android/server/notification/NotificationManagerService$10>, <Application,Ljava/lang/String>]",left_only
NotificationManagerService,areNotificationsEnabledForPackage,3,"[<Application,Lcom/android/server/notification/NotificationManagerService$10>, <Application,Ljava/lang/String>, <Primordial,I>]",left_only
NotificationManagerService,canShowBadge,3,"[<Application,Lcom/android/server/notification/NotificationManagerService$10>, <Application,Ljava/lang/String>, <Primordial,I>]",left_only
NotificationManagerService,cancelAllNotifications,3,"[<Application,Lcom/android/server/notification/NotificationManagerService$10>, <Application,Ljava/lang/String>, <Primordial,I>]",left_only
NotificationManagerService,cancelNotificationWithTag,5,"[<Application,Lcom/android/server/notification/NotificationManagerService$10>, <Application,Ljava/lang/String>, <Application,Ljava/lang/String>, <Primordial,I>, <Primordial,I>]",left_only
NotificationManagerService,cancelToast,3,"[<Application,Lcom/android/server/notification/NotificationManagerService$10>, <Application,Ljava/lang/String>, <Application,Landroid/app/ITransientNotification>]",left_only
NotificationManagerService,clearData,4,"[<Application,Lcom/android/server/notification/NotificationManagerService$10>, <Application,Ljava/lang/String>, <Primordial,I>, <Primordial,Z>]",left_only
NotificationManagerService,createNotificationChannelGroups,3,"[<Application,Lcom/android/server/notification/NotificationManagerService$10>, <Application,Ljava/lang/String>, <Application,Landroid/content/pm/ParceledListSlice>]",left_only
NotificationManagerService,createNotificationChannels,3,"[<Application,Lcom/android/server/notification/NotificationManagerService$10>, <Application,Ljava/lang/String>, <Application,Landroid/content/pm/ParceledListSlice>]",left_only
NotificationManagerService,createNotificationChannelsForPackage,4,"[<Application,Lcom/android/server/notification/NotificationManagerService$10>, <Application,Ljava/lang/String>, <Primordial,I>, <Application,Landroid/content/pm/ParceledListSlice>]",left_only
NotificationManagerService,deleteNotificationChannel,3,"[<Application,Lcom/android/server/notification/NotificationManagerService$10>, <Application,Ljava/lang/String>, <Application,Ljava/lang/String>]",left_only
NotificationManagerService,deleteNotificationChannelGroup,3,"[<Application,Lcom/android/server/notification/NotificationManagerService$10>, <Application,Ljava/lang/String>, <Application,Ljava/lang/String>]",left_only
NotificationManagerService,enqueueNotificationWithTag,7,"[<Application,Lcom/android/server/notification/NotificationManagerService$10>, <Application,Ljava/lang/String>, <Application,Ljava/lang/String>, <Application,Ljava/lang/String>, <Primordial,I>, <Application,Landroid/app/Notification>, <Primordial,I>]",left_only
NotificationManagerService,enqueueToast,4,"[<Application,Lcom/android/server/notification/NotificationManagerService$10>, <Application,Ljava/lang/String>, <Application,Landroid/app/ITransientNotification>, <Primordial,I>]",left_only
NotificationManagerService,finishToken,3,"[<Application,Lcom/android/server/notification/NotificationManagerService$10>, <Application,Ljava/lang/String>, <Application,Landroid/app/ITransientNotification>]",left_only
NotificationManagerService,getActiveNotifications,2,"[<Application,Lcom/android/server/notification/NotificationManagerService$10>, <Application,Ljava/lang/String>]",left_only
NotificationManagerService,getAppActiveNotifications,3,"[<Application,Lcom/android/server/notification/NotificationManagerService$10>, <Application,Ljava/lang/String>, <Primordial,I>]",left_only
NotificationManagerService,getAutomaticZenRule,2,"[<Application,Lcom/android/server/notification/NotificationManagerService$10>, <Application,Ljava/lang/String>]",left_only
NotificationManagerService,getBackupPayload,2,"[<Application,Lcom/android/server/notification/NotificationManagerService$10>, <Primordial,I>]",left_only
NotificationManagerService,getBlockedAppCount,2,"[<Application,Lcom/android/server/notification/NotificationManagerService$10>, <Primordial,I>]",left_only
NotificationManagerService,getBlockedChannelCount,3,"[<Application,Lcom/android/server/notification/NotificationManagerService$10>, <Application,Ljava/lang/String>, <Primordial,I>]",left_only
NotificationManagerService,getDeletedChannelCount,3,"[<Application,Lcom/android/server/notification/NotificationManagerService$10>, <Application,Ljava/lang/String>, <Primordial,I>]",left_only
NotificationManagerService,getEffectsSuppressor,1,"[<Application,Lcom/android/server/notification/NotificationManagerService$10>]",left_only
NotificationManagerService,getEnabledNotificationListenerPackages,1,"[<Application,Lcom/android/server/notification/NotificationManagerService$10>]",left_only
NotificationManagerService,getEnabledNotificationListeners,2,"[<Application,Lcom/android/server/notification/NotificationManagerService$10>, <Primordial,I>]",left_only
NotificationManagerService,getHistoricalNotifications,3,"[<Application,Lcom/android/server/notification/NotificationManagerService$10>, <Application,Ljava/lang/String>, <Primordial,I>]",left_only
NotificationManagerService,getNotificationChannel,3,"[<Application,Lcom/android/server/notification/NotificationManagerService$10>, <Application,Ljava/lang/String>, <Application,Ljava/lang/String>]",left_only
NotificationManagerService,getNotificationChannelForPackage,5,"[<Application,Lcom/android/server/notification/NotificationManagerService$10>, <Application,Ljava/lang/String>, <Primordial,I>, <Application,Ljava/lang/String>, <Primordial,Z>]",left_only
NotificationManagerService,getNotificationChannelGroup,3,"[<Application,Lcom/android/server/notification/NotificationManagerService$10>, <Application,Ljava/lang/String>, <Application,Ljava/lang/String>]",left_only
NotificationManagerService,getNotificationChannelGroupForPackage,4,"[<Application,Lcom/android/server/notification/NotificationManagerService$10>, <Application,Ljava/lang/String>, <Application,Ljava/lang/String>, <Primordial,I>]",left_only
NotificationManagerService,getNotificationChannelGroups,2,"[<Application,Lcom/android/server/notification/NotificationManagerService$10>, <Application,Ljava/lang/String>]",left_only
NotificationManagerService,getNotificationChannelGroupsForPackage,4,"[<Application,Lcom/android/server/notification/NotificationManagerService$10>, <Application,Ljava/lang/String>, <Primordial,I>, <Primordial,Z>]",left_only
NotificationManagerService,getNotificationChannels,2,"[<Application,Lcom/android/server/notification/NotificationManagerService$10>, <Application,Ljava/lang/String>]",left_only
NotificationManagerService,getNotificationChannelsForPackage,4,"[<Application,Lcom/android/server/notification/NotificationManagerService$10>, <Application,Ljava/lang/String>, <Primordial,I>, <Primordial,Z>]",left_only
NotificationManagerService,getNotificationPolicy,2,"[<Application,Lcom/android/server/notification/NotificationManagerService$10>, <Application,Ljava/lang/String>]",left_only
NotificationManagerService,getNumNotificationChannelsForPackage,4,"[<Application,Lcom/android/server/notification/NotificationManagerService$10>, <Application,Ljava/lang/String>, <Primordial,I>, <Primordial,Z>]",left_only
NotificationManagerService,getPackageImportance,2,"[<Application,Lcom/android/server/notification/NotificationManagerService$10>, <Application,Ljava/lang/String>]",left_only
NotificationManagerService,getPopulatedNotificationChannelGroupForPackage,5,"[<Application,Lcom/android/server/notification/NotificationManagerService$10>, <Application,Ljava/lang/String>, <Primordial,I>, <Application,Ljava/lang/String>, <Primordial,Z>]",left_only
NotificationManagerService,getRecentNotifyingAppsForUser,2,"[<Application,Lcom/android/server/notification/NotificationManagerService$10>, <Primordial,I>]",left_only
NotificationManagerService,getRuleInstanceCount,2,"[<Application,Lcom/android/server/notification/NotificationManagerService$10>, <Application,Landroid/content/ComponentName>]",left_only
NotificationManagerService,getZenMode,1,"[<Application,Lcom/android/server/notification/NotificationManagerService$10>]",left_only
NotificationManagerService,getZenModeConfig,1,"[<Application,Lcom/android/server/notification/NotificationManagerService$10>]",left_only
NotificationManagerService,getZenRules,1,"[<Application,Lcom/android/server/notification/NotificationManagerService$10>]",left_only
NotificationManagerService,isNotificationAssistantAccessGranted,2,"[<Application,Lcom/android/server/notification/NotificationManagerService$10>, <Application,Landroid/content/ComponentName>]",left_only
NotificationManagerService,isNotificationListenerAccessGranted,2,"[<Application,Lcom/android/server/notification/NotificationManagerService$10>, <Application,Landroid/content/ComponentName>]",left_only
NotificationManagerService,isNotificationListenerAccessGrantedForUser,3,"[<Application,Lcom/android/server/notification/NotificationManagerService$10>, <Application,Landroid/content/ComponentName>, <Primordial,I>]",left_only
NotificationManagerService,isNotificationPolicyAccessGranted,2,"[<Application,Lcom/android/server/notification/NotificationManagerService$10>, <Application,Ljava/lang/String>]",left_only
NotificationManagerService,isNotificationPolicyAccessGrantedForPackage,2,"[<Application,Lcom/android/server/notification/NotificationManagerService$10>, <Application,Ljava/lang/String>]",left_only
NotificationManagerService,isSystemConditionProviderEnabled,2,"[<Application,Lcom/android/server/notification/NotificationManagerService$10>, <Application,Ljava/lang/String>]",left_only
NotificationManagerService,matchesCallFilter,2,"[<Application,Lcom/android/server/notification/NotificationManagerService$10>, <Application,Landroid/os/Bundle>]",left_only
NotificationManagerService,onlyHasDefaultChannel,3,"[<Application,Lcom/android/server/notification/NotificationManagerService$10>, <Application,Ljava/lang/String>, <Primordial,I>]",left_only
NotificationManagerService,removeAutomaticZenRule,2,"[<Application,Lcom/android/server/notification/NotificationManagerService$10>, <Application,Ljava/lang/String>]",left_only
NotificationManagerService,removeAutomaticZenRules,2,"[<Application,Lcom/android/server/notification/NotificationManagerService$10>, <Application,Ljava/lang/String>]",left_only
NotificationManagerService,requestBindListener,2,"[<Application,Lcom/android/server/notification/NotificationManagerService$10>, <Application,Landroid/content/ComponentName>]",left_only
NotificationManagerService,requestBindProvider,2,"[<Application,Lcom/android/server/notification/NotificationManagerService$10>, <Application,Landroid/content/ComponentName>]",left_only
NotificationManagerService,setInterruptionFilter,3,"[<Application,Lcom/android/server/notification/NotificationManagerService$10>, <Application,Ljava/lang/String>, <Primordial,I>]",left_only
NotificationManagerService,setNotificationAssistantAccessGranted,3,"[<Application,Lcom/android/server/notification/NotificationManagerService$10>, <Application,Landroid/content/ComponentName>, <Primordial,Z>]",left_only
NotificationManagerService,setNotificationAssistantAccessGrantedForUser,4,"[<Application,Lcom/android/server/notification/NotificationManagerService$10>, <Application,Landroid/content/ComponentName>, <Primordial,I>, <Primordial,Z>]",left_only
NotificationManagerService,setNotificationListenerAccessGranted,3,"[<Application,Lcom/android/server/notification/NotificationManagerService$10>, <Application,Landroid/content/ComponentName>, <Primordial,Z>]",left_only
NotificationManagerService,setNotificationListenerAccessGrantedForUser,4,"[<Application,Lcom/android/server/notification/NotificationManagerService$10>, <Application,Landroid/content/ComponentName>, <Primordial,I>, <Primordial,Z>]",left_only
NotificationManagerService,setNotificationPolicy,3,"[<Application,Lcom/android/server/notification/NotificationManagerService$10>, <Application,Ljava/lang/String>, <Application,Landroid/app/NotificationManager$Policy>]",left_only
NotificationManagerService,setNotificationPolicyAccessGranted,3,"[<Application,Lcom/android/server/notification/NotificationManagerService$10>, <Application,Ljava/lang/String>, <Primordial,Z>]",left_only
NotificationManagerService,setNotificationPolicyAccessGrantedForUser,4,"[<Application,Lcom/android/server/notification/NotificationManagerService$10>, <Application,Ljava/lang/String>, <Primordial,I>, <Primordial,Z>]",left_only
NotificationManagerService,setNotificationsEnabledForPackage,4,"[<Application,Lcom/android/server/notification/NotificationManagerService$10>, <Application,Ljava/lang/String>, <Primordial,I>, <Primordial,Z>]",left_only
NotificationManagerService,setNotificationsEnabledWithImportanceLockForPackage,4,"[<Application,Lcom/android/server/notification/NotificationManagerService$10>, <Application,Ljava/lang/String>, <Primordial,I>, <Primordial,Z>]",left_only
NotificationManagerService,setShowBadge,4,"[<Application,Lcom/android/server/notification/NotificationManagerService$10>, <Application,Ljava/lang/String>, <Primordial,I>, <Primordial,Z>]",left_only
NotificationManagerService,setZenMode,4,"[<Application,Lcom/android/server/notification/NotificationManagerService$10>, <Primordial,I>, <Application,Landroid/net/Uri>, <Application,Ljava/lang/String>]",left_only
NotificationManagerService,updateAutomaticZenRule,3,"[<Application,Lcom/android/server/notification/NotificationManagerService$10>, <Application,Ljava/lang/String>, <Application,Landroid/app/AutomaticZenRule>]",left_only
NotificationManagerService,updateNotificationChannelForPackage,4,"[<Application,Lcom/android/server/notification/NotificationManagerService$10>, <Application,Ljava/lang/String>, <Primordial,I>, <Application,Landroid/app/NotificationChannel>]",left_only
NotificationManagerService,updateNotificationChannelGroupForPackage,4,"[<Application,Lcom/android/server/notification/NotificationManagerService$10>, <Application,Ljava/lang/String>, <Primordial,I>, <Application,Landroid/app/NotificationChannelGroup>]",left_only
RttService,cancelRanging,2,"[<Application,Lcom/android/server/wifi/rtt/RttServiceImpl>, <Application,Landroid/os/WorkSource>]",both
RttService,isAvailable,1,"[<Application,Lcom/android/server/wifi/rtt/RttServiceImpl>]",both
RttService,startRanging,6,"[<Application,Lcom/android/server/wifi/rtt/RttServiceImpl>, <Application,Landroid/os/IBinder>, <Application,Ljava/lang/String>, <Application,Landroid/os/WorkSource>, <Application,Landroid/net/wifi/rtt/RangingRequest>, <Application,Landroid/net/wifi/rtt/IRttCallback>]",both
CompanionDeviceManagerService,associate,4,"[<Application,Lcom/android/server/companion/CompanionDeviceManagerService$CompanionDeviceManagerImpl>, <Application,Landroid/companion/AssociationRequest>, <Application,Landroid/companion/IFindDeviceCallback>, <Application,Ljava/lang/String>]",both
CompanionDeviceManagerService,disassociate,3,"[<Application,Lcom/android/server/companion/CompanionDeviceManagerService$CompanionDeviceManagerImpl>, <Application,Ljava/lang/String>, <Application,Ljava/lang/String>]",both
CompanionDeviceManagerService,getAssociations,3,"[<Application,Lcom/android/server/companion/CompanionDeviceManagerService$CompanionDeviceManagerImpl>, <Application,Ljava/lang/String>, <Primordial,I>]",both
CompanionDeviceManagerService,hasNotificationAccess,2,"[<Application,Lcom/android/server/companion/CompanionDeviceManagerService$CompanionDeviceManagerImpl>, <Application,Landroid/content/ComponentName>]",both
CompanionDeviceManagerService,requestNotificationAccess,2,"[<Application,Lcom/android/server/companion/CompanionDeviceManagerService$CompanionDeviceManagerImpl>, <Application,Landroid/content/ComponentName>]",both
CompanionDeviceManagerService,stopScan,4,"[<Application,Lcom/android/server/companion/CompanionDeviceManagerService$CompanionDeviceManagerImpl>, <Application,Landroid/companion/AssociationRequest>, <Application,Landroid/companion/IFindDeviceCallback>, <Application,Ljava/lang/String>]",both
UsbService$Lifecycle,allowUsbDebugging,3,"[<Application,Lcom/android/server/usb/UsbService>, <Primordial,Z>, <Application,Ljava/lang/String>]",both
UsbService$Lifecycle,clearDefaults,3,"[<Application,Lcom/android/server/usb/UsbService>, <Application,Ljava/lang/String>, <Primordial,I>]",both
UsbService$Lifecycle,clearUsbDebuggingKeys,1,"[<Application,Lcom/android/server/usb/UsbService>]",both
UsbService$Lifecycle,denyUsbDebugging,1,"[<Application,Lcom/android/server/usb/UsbService>]",both
UsbService$Lifecycle,getControlFd,2,"[<Application,Lcom/android/server/usb/UsbService>, <Primordial,J>]",both
UsbService$Lifecycle,getCurrentAccessory,1,"[<Application,Lcom/android/server/usb/UsbService>]",both
UsbService$Lifecycle,getCurrentFunctions,1,"[<Application,Lcom/android/server/usb/UsbService>]",both
UsbService$Lifecycle,getDeviceList,2,"[<Application,Lcom/android/server/usb/UsbService>, <Application,Landroid/os/Bundle>]",both
UsbService$Lifecycle,getPortStatus,2,"[<Application,Lcom/android/server/usb/UsbService>, <Application,Ljava/lang/String>]",both
UsbService$Lifecycle,getPorts,1,"[<Application,Lcom/android/server/usb/UsbService>]",both
UsbService$Lifecycle,getScreenUnlockedFunctions,1,"[<Application,Lcom/android/server/usb/UsbService>]",both
UsbService$Lifecycle,grantAccessoryPermission,3,"[<Application,Lcom/android/server/usb/UsbService>, <Application,Landroid/hardware/usb/UsbAccessory>, <Primordial,I>]",both
UsbService$Lifecycle,grantDevicePermission,3,"[<Application,Lcom/android/server/usb/UsbService>, <Application,Landroid/hardware/usb/UsbDevice>, <Primordial,I>]",both
UsbService$Lifecycle,hasAccessoryPermission,2,"[<Application,Lcom/android/server/usb/UsbService>, <Application,Landroid/hardware/usb/UsbAccessory>]",both
UsbService$Lifecycle,hasDefaults,3,"[<Application,Lcom/android/server/usb/UsbService>, <Application,Ljava/lang/String>, <Primordial,I>]",both
UsbService$Lifecycle,hasDevicePermission,3,"[<Application,Lcom/android/server/usb/UsbService>, <Application,Landroid/hardware/usb/UsbDevice>, <Application,Ljava/lang/String>]",both
UsbService$Lifecycle,isFunctionEnabled,2,"[<Application,Lcom/android/server/usb/UsbService>, <Application,Ljava/lang/String>]",both
UsbService$Lifecycle,openAccessory,2,"[<Application,Lcom/android/server/usb/UsbService>, <Application,Landroid/hardware/usb/UsbAccessory>]",both
UsbService$Lifecycle,openDevice,3,"[<Application,Lcom/android/server/usb/UsbService>, <Application,Ljava/lang/String>, <Application,Ljava/lang/String>]",both
UsbService$Lifecycle,requestAccessoryPermission,4,"[<Application,Lcom/android/server/usb/UsbService>, <Application,Landroid/hardware/usb/UsbAccessory>, <Application,Ljava/lang/String>, <Application,Landroid/app/PendingIntent>]",both
UsbService$Lifecycle,requestDevicePermission,4,"[<Application,Lcom/android/server/usb/UsbService>, <Application,Landroid/hardware/usb/UsbDevice>, <Application,Ljava/lang/String>, <Application,Landroid/app/PendingIntent>]",both
UsbService$Lifecycle,setAccessoryPackage,4,"[<Application,Lcom/android/server/usb/UsbService>, <Application,Landroid/hardware/usb/UsbAccessory>, <Application,Ljava/lang/String>, <Primordial,I>]",both
UsbService$Lifecycle,setCurrentFunction,3,"[<Application,Lcom/android/server/usb/UsbService>, <Application,Ljava/lang/String>, <Primordial,Z>]",both
UsbService$Lifecycle,setCurrentFunctions,2,"[<Application,Lcom/android/server/usb/UsbService>, <Primordial,J>]",both
UsbService$Lifecycle,setDevicePackage,4,"[<Application,Lcom/android/server/usb/UsbService>, <Application,Landroid/hardware/usb/UsbDevice>, <Application,Ljava/lang/String>, <Primordial,I>]",both
UsbService$Lifecycle,setPortRoles,4,"[<Application,Lcom/android/server/usb/UsbService>, <Application,Ljava/lang/String>, <Primordial,I>, <Primordial,I>]",both
UsbService$Lifecycle,setScreenUnlockedFunctions,2,"[<Application,Lcom/android/server/usb/UsbService>, <Primordial,J>]",both
UsbService$Lifecycle,setUsbDeviceConnectionHandler,2,"[<Application,Lcom/android/server/usb/UsbService>, <Application,Landroid/content/ComponentName>]",both
WifiScanningService,getAvailableChannels,2,"[<Application,Lcom/android/server/wifi/scanner/WifiScanningServiceImpl>, <Primordial,I>]",both
WifiScanningService,getMessenger,1,"[<Application,Lcom/android/server/wifi/scanner/WifiScanningServiceImpl>]",both
LockSettingsService$Lifecycle,verifyCredential,7,"[<Application,Lcom/android/server/locksettings/LockSettingsService>, <Primordial,I>, <Application,Lcom/android/server/locksettings/LockSettingsStorage$CredentialHash>, <Application,Ljava/lang/String>, <Primordial,Z>, <Primordial,J>, <Application,Lcom/android/internal/widget/ICheckCredentialProgressCallback>]",left_only
LockSettingsService$Lifecycle,checkCredential,5,"[<Application,Lcom/android/server/locksettings/LockSettingsService>, <Application,Ljava/lang/String>, <Primordial,I>, <Primordial,I>, <Application,Lcom/android/internal/widget/ICheckCredentialProgressCallback>]",left_only
LockSettingsService$Lifecycle,checkVoldPassword,2,"[<Application,Lcom/android/server/locksettings/LockSettingsService>, <Primordial,I>]",left_only
LockSettingsService$Lifecycle,closeSession,2,"[<Application,Lcom/android/server/locksettings/LockSettingsService>, <Application,Ljava/lang/String>]",left_only
LockSettingsService$Lifecycle,generateKey,2,"[<Application,Lcom/android/server/locksettings/LockSettingsService>, <Application,Ljava/lang/String>]",left_only
LockSettingsService$Lifecycle,getBoolean,4,"[<Application,Lcom/android/server/locksettings/LockSettingsService>, <Application,Ljava/lang/String>, <Primordial,Z>, <Primordial,I>]",left_only
LockSettingsService$Lifecycle,getHashFactor,3,"[<Application,Lcom/android/server/locksettings/LockSettingsService>, <Application,Ljava/lang/String>, <Primordial,I>]",left_only
LockSettingsService$Lifecycle,getKey,2,"[<Application,Lcom/android/server/locksettings/LockSettingsService>, <Application,Ljava/lang/String>]",left_only
LockSettingsService$Lifecycle,getKeyChainSnapshot,1,"[<Application,Lcom/android/server/locksettings/LockSettingsService>]",left_only
LockSettingsService$Lifecycle,getLong,4,"[<Application,Lcom/android/server/locksettings/LockSettingsService>, <Application,Ljava/lang/String>, <Primordial,J>, <Primordial,I>]",left_only
LockSettingsService$Lifecycle,getRecoverySecretTypes,1,"[<Application,Lcom/android/server/locksettings/LockSettingsService>]",left_only
LockSettingsService$Lifecycle,getRecoveryStatus,1,"[<Application,Lcom/android/server/locksettings/LockSettingsService>]",left_only
LockSettingsService$Lifecycle,getSeparateProfileChallengeEnabled,2,"[<Application,Lcom/android/server/locksettings/LockSettingsService>, <Primordial,I>]",left_only
LockSettingsService$Lifecycle,getString,4,"[<Application,Lcom/android/server/locksettings/LockSettingsService>, <Application,Ljava/lang/String>, <Application,Ljava/lang/String>, <Primordial,I>]",left_only
LockSettingsService$Lifecycle,getStrongAuthForUser,2,"[<Application,Lcom/android/server/locksettings/LockSettingsService>, <Primordial,I>]",left_only
LockSettingsService$Lifecycle,havePassword,2,"[<Application,Lcom/android/server/locksettings/LockSettingsService>, <Primordial,I>]",left_only
LockSettingsService$Lifecycle,havePattern,2,"[<Application,Lcom/android/server/locksettings/LockSettingsService>, <Primordial,I>]",left_only
LockSettingsService$Lifecycle,importKey,3,"[<Application,Lcom/android/server/locksettings/LockSettingsService>, <Application,Ljava/lang/String>, <Primordial,[B>]",left_only
LockSettingsService$Lifecycle,recoverKeyChainSnapshot,4,"[<Application,Lcom/android/server/locksettings/LockSettingsService>, <Application,Ljava/lang/String>, <Primordial,[B>, <Application,Ljava/util/List>]",left_only
LockSettingsService$Lifecycle,registerStrongAuthTracker,2,"[<Application,Lcom/android/server/locksettings/LockSettingsService>, <Application,Landroid/app/trust/IStrongAuthTracker>]",left_only
LockSettingsService$Lifecycle,removeKey,2,"[<Application,Lcom/android/server/locksettings/LockSettingsService>, <Application,Ljava/lang/String>]",left_only
LockSettingsService$Lifecycle,requireStrongAuth,3,"[<Application,Lcom/android/server/locksettings/LockSettingsService>, <Primordial,I>, <Primordial,I>]",left_only
LockSettingsService$Lifecycle,resetKeyStore,2,"[<Application,Lcom/android/server/locksettings/LockSettingsService>, <Primordial,I>]",left_only
LockSettingsService$Lifecycle,setBoolean,4,"[<Application,Lcom/android/server/locksettings/LockSettingsService>, <Application,Ljava/lang/String>, <Primordial,Z>, <Primordial,I>]",left_only
LockSettingsService$Lifecycle,setLockCredential,6,"[<Application,Lcom/android/server/locksettings/LockSettingsService>, <Application,Ljava/lang/String>, <Primordial,I>, <Application,Ljava/lang/String>, <Primordial,I>, <Primordial,I>]",left_only
LockSettingsService$Lifecycle,setLong,4,"[<Application,Lcom/android/server/locksettings/LockSettingsService>, <Application,Ljava/lang/String>, <Primordial,J>, <Primordial,I>]",left_only
LockSettingsService$Lifecycle,setRecoverySecretTypes,2,"[<Application,Lcom/android/server/locksettings/LockSettingsService>, <Primordial,[I>]",left_only
LockSettingsService$Lifecycle,setRecoveryStatus,3,"[<Application,Lcom/android/server/locksettings/LockSettingsService>, <Application,Ljava/lang/String>, <Primordial,I>]",left_only
LockSettingsService$Lifecycle,setSeparateProfileChallengeEnabled,4,"[<Application,Lcom/android/server/locksettings/LockSettingsService>, <Primordial,I>, <Primordial,Z>, <Application,Ljava/lang/String>]",left_only
LockSettingsService$Lifecycle,setServerParams,2,"[<Application,Lcom/android/server/locksettings/LockSettingsService>, <Primordial,[B>]",left_only
LockSettingsService$Lifecycle,setSnapshotCreatedPendingIntent,2,"[<Application,Lcom/android/server/locksettings/LockSettingsService>, <Application,Landroid/app/PendingIntent>]",left_only
LockSettingsService$Lifecycle,setString,4,"[<Application,Lcom/android/server/locksettings/LockSettingsService>, <Application,Ljava/lang/String>, <Application,Ljava/lang/String>, <Primordial,I>]",left_only
LockSettingsService$Lifecycle,systemReady,1,"[<Application,Lcom/android/server/locksettings/LockSettingsService>]",left_only
LockSettingsService$Lifecycle,unregisterStrongAuthTracker,2,"[<Application,Lcom/android/server/locksettings/LockSettingsService>, <Application,Landroid/app/trust/IStrongAuthTracker>]",left_only
LockSettingsService$Lifecycle,userPresent,2,"[<Application,Lcom/android/server/locksettings/LockSettingsService>, <Primordial,I>]",left_only
LockSettingsService$Lifecycle,verifyCredential,5,"[<Application,Lcom/android/server/locksettings/LockSettingsService>, <Application,Ljava/lang/String>, <Primordial,I>, <Primordial,J>, <Primordial,I>]",left_only
LockSettingsService$Lifecycle,verifyTiedProfileChallenge,5,"[<Application,Lcom/android/server/locksettings/LockSettingsService>, <Application,Ljava/lang/String>, <Primordial,I>, <Primordial,J>, <Primordial,I>]",left_only
LauncherAppsService,addOnAppsChangedListener,3,"[<Application,Lcom/android/server/pm/LauncherAppsService$LauncherAppsImpl>, <Application,Ljava/lang/String>, <Application,Landroid/content/pm/IOnAppsChangedListener>]",both
LauncherAppsService,getShortcutIconFd,5,"[<Application,Lcom/android/server/pm/LauncherAppsService$LauncherAppsImpl>, <Application,Ljava/lang/String>, <Application,Ljava/lang/String>, <Application,Ljava/lang/String>, <Primordial,I>]",both
LauncherAppsService,getShortcutIconResId,5,"[<Application,Lcom/android/server/pm/LauncherAppsService$LauncherAppsImpl>, <Application,Ljava/lang/String>, <Application,Ljava/lang/String>, <Application,Ljava/lang/String>, <Primordial,I>]",both
LauncherAppsService,hasShortcutHostPermission,2,"[<Application,Lcom/android/server/pm/LauncherAppsService$LauncherAppsImpl>, <Application,Ljava/lang/String>]",both
LauncherAppsService,removeOnAppsChangedListener,2,"[<Application,Lcom/android/server/pm/LauncherAppsService$LauncherAppsImpl>, <Application,Landroid/content/pm/IOnAppsChangedListener>]",both
LauncherAppsService,startShortcut,7,"[<Application,Lcom/android/server/pm/LauncherAppsService$LauncherAppsImpl>, <Application,Ljava/lang/String>, <Application,Ljava/lang/String>, <Application,Ljava/lang/String>, <Application,Landroid/graphics/Rect>, <Application,Landroid/os/Bundle>, <Primordial,I>]",both
TrustManagerService,clearAllFingerprints,1,"[<Application,Lcom/android/server/trust/TrustManagerService$1>]",both
TrustManagerService,isDeviceLocked,2,"[<Application,Lcom/android/server/trust/TrustManagerService$1>, <Primordial,I>]",both
TrustManagerService,isDeviceSecure,2,"[<Application,Lcom/android/server/trust/TrustManagerService$1>, <Primordial,I>]",both
TrustManagerService,isTrustUsuallyManaged,2,"[<Application,Lcom/android/server/trust/TrustManagerService$1>, <Primordial,I>]",both
TrustManagerService,registerTrustListener,2,"[<Application,Lcom/android/server/trust/TrustManagerService$1>, <Application,Landroid/app/trust/ITrustListener>]",both
TrustManagerService,reportEnabledTrustAgentsChanged,2,"[<Application,Lcom/android/server/trust/TrustManagerService$1>, <Primordial,I>]",both
TrustManagerService,reportKeyguardShowingChanged,1,"[<Application,Lcom/android/server/trust/TrustManagerService$1>]",both
TrustManagerService,reportUnlockAttempt,3,"[<Application,Lcom/android/server/trust/TrustManagerService$1>, <Primordial,Z>, <Primordial,I>]",both
TrustManagerService,reportUnlockLockout,3,"[<Application,Lcom/android/server/trust/TrustManagerService$1>, <Primordial,I>, <Primordial,I>]",both
TrustManagerService,setDeviceLockedForUser,3,"[<Application,Lcom/android/server/trust/TrustManagerService$1>, <Primordial,I>, <Primordial,Z>]",both
TrustManagerService,unlockedByFingerprintForUser,2,"[<Application,Lcom/android/server/trust/TrustManagerService$1>, <Primordial,I>]",both
TrustManagerService,unregisterTrustListener,2,"[<Application,Lcom/android/server/trust/TrustManagerService$1>, <Application,Landroid/app/trust/ITrustListener>]",both
DisplayManagerService,connectWifiDisplay,2,"[<Application,Lcom/android/server/display/DisplayManagerService$BinderService>, <Application,Ljava/lang/String>]",both
