Class Name,API Name,Number of Input Parameter,Input Parameter Types,List of Methods Invoked
Lcom/android/server/notification/NotificationManagerService,addAutomaticZenRule,2,"[<Application,Lcom/android/server/notification/NotificationManagerService$12>, <Application,Landroid/app/AutomaticZenRule>]","['getCallingUid', 'checkNotNull', 'getName', 'enforcePolicyAccess', 'getConditionId', 'addAutomaticZenRule', 'getOwner']"
Lcom/android/server/notification/NotificationManagerService,applyAdjustmentFromAssistant,3,"[<Application,Lcom/android/server/notification/NotificationManagerService$12>, <Application,Landroid/service/notification/INotificationListener>, <Application,Landroid/service/notification/Adjustment>]","['checkServiceTokenLocked', 'getKey', 'requestSort', 'restoreCallingIdentity', 'get', 'clearCallingIdentity', 'access$6800', 'access$3400', 'access$1800']"
Lcom/android/server/notification/NotificationManagerService,applyAdjustmentsFromAssistant,3,"[<Application,Lcom/android/server/notification/NotificationManagerService$12>, <Application,Landroid/service/notification/INotificationListener>, <Application,Ljava/util/List>]","['checkServiceTokenLocked', 'next', 'getKey', 'requestSort', 'iterator', 'restoreCallingIdentity', 'get', 'clearCallingIdentity', 'access$6800', 'access$3400', 'hasNext', 'access$1800']"
Lcom/android/server/notification/NotificationManagerService,applyEnqueuedAdjustmentFromAssistant,3,"[<Application,Lcom/android/server/notification/NotificationManagerService$12>, <Application,Landroid/service/notification/INotificationListener>, <Application,Landroid/service/notification/Adjustment>]","['checkServiceTokenLocked', 'getKey', 'restoreCallingIdentity', 'size', 'valueOf', 'get', 'equals', 'getUser', 'clearCallingIdentity', 'access$6800', 'getUserId', 'access$1800']"
Lcom/android/server/notification/NotificationManagerService,applyRestore,3,"[<Application,Lcom/android/server/notification/NotificationManagerService$12>, <Primordial,[B>, <Primordial,I>]","['savePolicyFile', 'access$4100', 'd', 'access$6500', 'access$6200', 'access$6300', 'readPolicyXml', '<init>', 'w', 'access$5500', 'toString', 'removeMessages', 'obtainMessage', 'append', 'sendToTarget']"
Lcom/android/server/notification/NotificationManagerService,areChannelsBypassingDnd,1,"[<Application,Lcom/android/server/notification/NotificationManagerService$12>]","['areChannelsBypassingDnd', 'access$900']"
Lcom/android/server/notification/NotificationManagerService,areNotificationsEnabled,2,"[<Application,Lcom/android/server/notification/NotificationManagerService$12>, <Application,Ljava/lang/String>]","['getCallingUid', 'areNotificationsEnabledForPackage']"
Lcom/android/server/notification/NotificationManagerService,areNotificationsEnabledForPackage,3,"[<Application,Lcom/android/server/notification/NotificationManagerService$12>, <Application,Ljava/lang/String>, <Primordial,I>]","['getCallingUserId', 'enforceCallingPermission', 'access$4000', 'getImportance', 'isCallingUidSystem', 'toString', '<init>', 'getContext', 'getUserId', 'append', 'access$900']"
Lcom/android/server/notification/NotificationManagerService,canShowBadge,3,"[<Application,Lcom/android/server/notification/NotificationManagerService$12>, <Application,Ljava/lang/String>, <Primordial,I>]","['canShowBadge', 'access$4100', 'access$900']"
Lcom/android/server/notification/NotificationManagerService,cancelAllNotifications,3,"[<Application,Lcom/android/server/notification/NotificationManagerService$12>, <Application,Ljava/lang/String>, <Primordial,I>]","['getCallingUid', 'handleIncomingUser', 'access$4000', 'cancelAllNotificationsInt', 'getCallingPid']"
Lcom/android/server/notification/NotificationManagerService,cancelNotificationFromListener,5,"[<Application,Lcom/android/server/notification/NotificationManagerService$12>, <Application,Landroid/service/notification/INotificationListener>, <Application,Ljava/lang/String>, <Application,Ljava/lang/String>, <Primordial,I>]","['checkServiceTokenLocked', 'getCallingUid', 'restoreCallingIdentity', 'e', 'access$1000', 'supportsProfiles', 'clearCallingIdentity', 'toString', '<init>', 'cancelNotificationFromListenerLocked', 'getCallingPid', 'append']"
Lcom/android/server/notification/NotificationManagerService,cancelNotificationWithTag,5,"[<Application,Lcom/android/server/notification/NotificationManagerService$12>, <Application,Ljava/lang/String>, <Application,Ljava/lang/String>, <Primordial,I>, <Primordial,I>]","['getCallingUid', 'handleIncomingUser', 'access$4000', 'cancelNotification', 'isCallingUidSystem', 'getCallingPid']"
Lcom/android/server/notification/NotificationManagerService,cancelNotificationsFromListener,3,"[<Application,Lcom/android/server/notification/NotificationManagerService$12>, <Application,Landroid/service/notification/INotificationListener>, <Application,[Ljava/lang/String>]","['getCallingUid', 'restoreCallingIdentity', 'cancelAllLocked', 'access$1000', 'supportsProfiles', 'getId', 'isCurrentProfile', '<init>', 'getTag', 'checkServiceTokenLocked', 'get', 'clearCallingIdentity', 'access$2300', 'toString', 'getPackageName', 'cancelNotificationFromListenerLocked', 'getCallingPid', 'getUserId', 'append']"
Lcom/android/server/notification/NotificationManagerService,cancelToast,3,"[<Application,Lcom/android/server/notification/NotificationManagerService$12>, <Application,Ljava/lang/String>, <Application,Landroid/app/ITransientNotification>]","['restoreCallingIdentity', 'e', 'w', 'clearCallingIdentity', 'i', 'toString', 'indexOfToastLocked', '<init>', 'cancelToastLocked', 'append']"
Lcom/android/server/notification/NotificationManagerService,clearData,4,"[<Application,Lcom/android/server/notification/NotificationManagerService$12>, <Application,Ljava/lang/String>, <Primordial,I>, <Primordial,Z>]","['savePolicyFile', 'getCallingUid', 'getCallingUserId', 'access$4100', 'access$1000', 'cancelAllNotificationsInt', 'access$900', 'onPackagesChanged', 'access$1100', 'access$1500', 'access$1600', 'getUserId', 'access$1800']"
Lcom/android/server/notification/NotificationManagerService,createNotificationChannelGroups,3,"[<Application,Lcom/android/server/notification/NotificationManagerService$12>, <Application,Ljava/lang/String>, <Application,Landroid/content/pm/ParceledListSlice>]","['savePolicyFile', 'getCallingUid', 'size', 'access$4000', 'getList', 'access$4300', 'get']"
Lcom/android/server/notification/NotificationManagerService,createNotificationChannels,3,"[<Application,Lcom/android/server/notification/NotificationManagerService$12>, <Application,Ljava/lang/String>, <Application,Landroid/content/pm/ParceledListSlice>]","['getCallingUid', 'access$4000', 'createNotificationChannelsImpl']"
Lcom/android/server/notification/NotificationManagerService,createNotificationChannelsForPackage,4,"[<Application,Lcom/android/server/notification/NotificationManagerService$12>, <Application,Ljava/lang/String>, <Primordial,I>, <Application,Landroid/content/pm/ParceledListSlice>]","['access$4100', 'createNotificationChannelsImpl']"
Lcom/android/server/notification/NotificationManagerService,deleteNotificationChannel,3,"[<Application,Lcom/android/server/notification/NotificationManagerService$12>, <Application,Ljava/lang/String>, <Application,Ljava/lang/String>]","['savePolicyFile', 'getCallingUid', 'access$4000', 'getNotificationChannel', 'access$1000', 'cancelAllNotificationsInt', '<init>', 'access$900', 'deleteNotificationChannel', 'equals', 'notifyNotificationChannelChanged', 'access$1500', 'access$1600', 'getUserId', 'getUserHandleForUid']"
Lcom/android/server/notification/NotificationManagerService,deleteNotificationChannelGroup,3,"[<Application,Lcom/android/server/notification/NotificationManagerService$12>, <Application,Ljava/lang/String>, <Application,Ljava/lang/String>]","['savePolicyFile', 'getCallingUid', 'deleteNotificationChannelGroup', 'access$4000', 'access$1000', 'getId', 'cancelAllNotificationsInt', 'access$900', 'size', 'get', 'getNotificationChannelGroup', 'notifyNotificationChannelChanged', 'notifyNotificationChannelGroupChanged', 'access$1500', 'access$1600', 'getUserId', 'getUserHandleForUid']"
Lcom/android/server/notification/NotificationManagerService,enqueueEdgeNotification,6,"[<Application,Lcom/android/server/notification/NotificationManagerService$12>, <Application,Ljava/lang/String>, <Application,Ljava/lang/String>, <Primordial,I>, <Application,Landroid/os/Bundle>, <Primordial,I>]","['getCallingUid', 'access$4000', 'enqueueEdgeNotificationInternal', 'getCallingPid']"
Lcom/android/server/notification/NotificationManagerService,enqueueNotificationWithTag,7,"[<Application,Lcom/android/server/notification/NotificationManagerService$12>, <Application,Ljava/lang/String>, <Application,Ljava/lang/String>, <Application,Ljava/lang/String>, <Primordial,I>, <Application,Landroid/app/Notification>, <Primordial,I>]","['getCallingUid', 'enqueueNotificationInternal', 'getCallingPid']"
Lcom/android/server/notification/NotificationManagerService,enqueueToast,4,"[<Application,Lcom/android/server/notification/NotificationManagerService$12>, <Application,Ljava/lang/String>, <Application,Landroid/app/ITransientNotification>, <Primordial,I>]",['enqueueToastForDisplay']
Lcom/android/server/notification/NotificationManagerService,enqueueToastForDisplay,7,"[<Application,Lcom/android/server/notification/NotificationManagerService$12>, <Application,Ljava/lang/String>, <Application,Landroid/app/ITransientNotification>, <Primordial,I>, <Primordial,I>, <Application,Ljava/lang/String>, <Primordial,I>]","['getCallingUid', 'addWindowToken', 'access$3100', 'indexOfToastPackageLocked', 'update', 'out', 'get', 'indexOfToastLocked', 'isCallerSystemOrPhone', 'add', 'keepProcessAliveIfNeededLocked', 'restoreCallingIdentity', 'showForToast', 'd', 'e', 'asBinder', 'areNotificationsEnabledForPackage', 'i', '<init>', 'showNextToastLocked', 'hide', 'size', 'equals', 'clearCallingIdentity', 'toString', 'access$3800', 'getContext', 'getCallingPid', 'append', 'access$3900']"
Lcom/android/server/notification/NotificationManagerService,enqueueToastLog,6,"[<Application,Lcom/android/server/notification/NotificationManagerService$12>, <Application,Ljava/lang/String>, <Application,Landroid/app/ITransientNotification>, <Primordial,I>, <Application,Ljava/lang/String>, <Primordial,I>]",['enqueueToastForDisplay']
Lcom/android/server/notification/NotificationManagerService,finishToken,3,"[<Application,Lcom/android/server/notification/NotificationManagerService$12>, <Application,Ljava/lang/String>, <Application,Landroid/app/ITransientNotification>]","['restoreCallingIdentity', 'finishTokenLocked', 'get', 'w', 'clearCallingIdentity', 'indexOfToastLocked', 'toString', '<init>', 'append']"
Lcom/android/server/notification/NotificationManagerService,getActiveNotifications,2,"[<Application,Lcom/android/server/notification/NotificationManagerService$12>, <Application,Ljava/lang/String>]","['getCallingUid', 'noteOpNoThrow', 'size', 'get', 'access$4500', 'getContext', 'enforceCallingOrSelfPermission']"
Lcom/android/server/notification/NotificationManagerService,getActiveNotificationsFromListener,4,"[<Application,Lcom/android/server/notification/NotificationManagerService$12>, <Application,Landroid/service/notification/INotificationListener>, <Application,[Ljava/lang/String>, <Primordial,I>]","['checkServiceTokenLocked', 'add', 'size', 'cloneLight', 'access$1000', 'get', '<init>', 'access$4800']"
Lcom/android/server/notification/NotificationManagerService,getAppActiveNotifications,3,"[<Application,Lcom/android/server/notification/NotificationManagerService$12>, <Application,Ljava/lang/String>, <Primordial,I>]","['next', 'getKey', 'getCallingUid', 'handleIncomingUser', 'access$4000', 'values', 'hasNext', '<init>', 'put', 'sanitizeSbn', 'iterator', 'size', 'addAll', 'get', 'getSnoozed', 'access$4600', 'getCallingPid']"
Lcom/android/server/notification/NotificationManagerService,getAutomaticZenRule,2,"[<Application,Lcom/android/server/notification/NotificationManagerService$12>, <Application,Ljava/lang/String>]","['getAutomaticZenRule', 'getCallingUid', 'checkNotNull', 'enforcePolicyAccess']"
Lcom/android/server/notification/NotificationManagerService,getBackupPayload,2,"[<Application,Lcom/android/server/notification/NotificationManagerService$12>, <Primordial,I>]","['access$4100', 'd', 'access$6400', 'access$6200', 'w', 'access$6300', 'toByteArray', 'toString', '<init>', 'append']"
Lcom/android/server/notification/NotificationManagerService,getBlockedAppCount,2,"[<Application,Lcom/android/server/notification/NotificationManagerService$12>, <Primordial,I>]","['access$4100', 'getBlockedAppCount', 'access$900']"
Lcom/android/server/notification/NotificationManagerService,getBlockedChannelCount,3,"[<Application,Lcom/android/server/notification/NotificationManagerService$12>, <Application,Ljava/lang/String>, <Primordial,I>]","['getBlockedChannelCount', 'enforceSystemOrSystemUI', 'access$900']"
Lcom/android/server/notification/NotificationManagerService,getDeletedChannelCount,3,"[<Application,Lcom/android/server/notification/NotificationManagerService$12>, <Application,Ljava/lang/String>, <Primordial,I>]","['enforceSystemOrSystemUI', 'getDeletedChannelCount', 'access$900']"
Lcom/android/server/notification/NotificationManagerService,getEffectsSuppressor,1,"[<Application,Lcom/android/server/notification/NotificationManagerService$12>]","['access$6100', 'get', 'isEmpty']"
Lcom/android/server/notification/NotificationManagerService,getEnabledNotificationListenerPackages,1,"[<Application,Lcom/android/server/notification/NotificationManagerService$12>]","['access$4100', 'getCallingUserHandle', 'getIdentifier', 'access$1000', 'getAllowedPackages']"
Lcom/android/server/notification/NotificationManagerService,getEnabledNotificationListeners,2,"[<Application,Lcom/android/server/notification/NotificationManagerService$12>, <Primordial,I>]","['access$4100', 'access$1000', 'getAllowedComponents']"
Lcom/android/server/notification/NotificationManagerService,getHintsFromListener,2,"[<Application,Lcom/android/server/notification/NotificationManagerService$12>, <Application,Landroid/service/notification/INotificationListener>]",['access$5300']
Lcom/android/server/notification/NotificationManagerService,getHistoricalNotifications,3,"[<Application,Lcom/android/server/notification/NotificationManagerService$12>, <Application,Ljava/lang/String>, <Primordial,I>]","['getCallingUid', 'noteOpNoThrow', 'access$4500', 'getArray', 'access$4700', 'getContext', 'enforceCallingOrSelfPermission']"
Lcom/android/server/notification/NotificationManagerService,getInterruptionFilterFromListener,2,"[<Application,Lcom/android/server/notification/NotificationManagerService$12>, <Application,Landroid/service/notification/INotificationListener>]","['access$5400', 'access$2100']"
Lcom/android/server/notification/NotificationManagerService,getNotificationChannel,3,"[<Application,Lcom/android/server/notification/NotificationManagerService$12>, <Application,Ljava/lang/String>, <Application,Ljava/lang/String>]","['getCallingUid', 'access$4000', 'getNotificationChannel', 'access$900']"
Lcom/android/server/notification/NotificationManagerService,getNotificationChannelForPackage,5,"[<Application,Lcom/android/server/notification/NotificationManagerService$12>, <Application,Ljava/lang/String>, <Primordial,I>, <Application,Ljava/lang/String>, <Primordial,Z>]","['enforceSystemOrSystemUI', 'getNotificationChannel', 'access$900']"
Lcom/android/server/notification/NotificationManagerService,getNotificationChannelGroup,3,"[<Application,Lcom/android/server/notification/NotificationManagerService$12>, <Application,Ljava/lang/String>, <Application,Ljava/lang/String>]","['getCallingUid', 'access$4000', 'getNotificationChannelGroupWithChannels', 'access$900']"
Lcom/android/server/notification/NotificationManagerService,getNotificationChannelGroupForPackage,4,"[<Application,Lcom/android/server/notification/NotificationManagerService$12>, <Application,Ljava/lang/String>, <Application,Ljava/lang/String>, <Primordial,I>]","['enforceSystemOrSystemUI', 'getNotificationChannelGroup', 'access$900']"
Lcom/android/server/notification/NotificationManagerService,getNotificationChannelGroups,2,"[<Application,Lcom/android/server/notification/NotificationManagerService$12>, <Application,Ljava/lang/String>]","['getCallingUid', 'access$4000', 'getNotificationChannelGroups', 'access$900']"
Lcom/android/server/notification/NotificationManagerService,getNotificationChannelGroupsForPackage,4,"[<Application,Lcom/android/server/notification/NotificationManagerService$12>, <Application,Ljava/lang/String>, <Primordial,I>, <Primordial,Z>]","['access$4100', 'getNotificationChannelGroups', 'access$900']"
Lcom/android/server/notification/NotificationManagerService,getNotificationChannelGroupsFromPrivilegedListener,4,"[<Application,Lcom/android/server/notification/NotificationManagerService$12>, <Application,Landroid/service/notification/INotificationListener>, <Application,Ljava/lang/String>, <Application,Landroid/os/UserHandle>]","['checkNotNull', 'addAll', 'getUidForPackageAndUser', 'getNotificationChannelGroups', '<init>', 'verifyPrivilegedListener', 'access$900']"
Lcom/android/server/notification/NotificationManagerService,getNotificationChannels,2,"[<Application,Lcom/android/server/notification/NotificationManagerService$12>, <Application,Ljava/lang/String>]","['getCallingUid', 'access$4000', 'access$900', 'getNotificationChannels']"
Lcom/android/server/notification/NotificationManagerService,getNotificationChannelsForPackage,4,"[<Application,Lcom/android/server/notification/NotificationManagerService$12>, <Application,Ljava/lang/String>, <Primordial,I>, <Primordial,Z>]","['enforceSystemOrSystemUI', 'access$900', 'getNotificationChannels']"
Lcom/android/server/notification/NotificationManagerService,getNotificationChannelsFromPrivilegedListener,4,"[<Application,Lcom/android/server/notification/NotificationManagerService$12>, <Application,Landroid/service/notification/INotificationListener>, <Application,Ljava/lang/String>, <Application,Landroid/os/UserHandle>]","['checkNotNull', 'getUidForPackageAndUser', 'verifyPrivilegedListener', 'access$900', 'getNotificationChannels']"
Lcom/android/server/notification/NotificationManagerService,getNotificationPolicy,2,"[<Application,Lcom/android/server/notification/NotificationManagerService$12>, <Application,Ljava/lang/String>]","['restoreCallingIdentity', 'clearCallingIdentity', 'getNotificationPolicy']"
Lcom/android/server/notification/NotificationManagerService,getNumNotificationChannelsForPackage,4,"[<Application,Lcom/android/server/notification/NotificationManagerService$12>, <Application,Ljava/lang/String>, <Primordial,I>, <Primordial,Z>]","['size', 'enforceSystemOrSystemUI', 'getList', 'access$900', 'getNotificationChannels']"
Lcom/android/server/notification/NotificationManagerService,getPackageImportance,2,"[<Application,Lcom/android/server/notification/NotificationManagerService$12>, <Application,Ljava/lang/String>]","['getCallingUid', 'access$4000', 'getImportance', 'access$900']"
Lcom/android/server/notification/NotificationManagerService,getPopulatedNotificationChannelGroupForPackage,5,"[<Application,Lcom/android/server/notification/NotificationManagerService$12>, <Application,Ljava/lang/String>, <Primordial,I>, <Application,Ljava/lang/String>, <Primordial,Z>]","['enforceSystemOrSystemUI', 'getNotificationChannelGroupWithChannels', 'access$900']"
Lcom/android/server/notification/NotificationManagerService,getRecentNotifyingAppsForUser,2,"[<Application,Lcom/android/server/notification/NotificationManagerService$12>, <Primordial,I>]","['getOrDefault', 'access$4100', 'valueOf', '<init>']"
Lcom/android/server/notification/NotificationManagerService,getRuleInstanceCount,2,"[<Application,Lcom/android/server/notification/NotificationManagerService$12>, <Application,Landroid/content/ComponentName>]","['checkNotNull', 'enforceSystemOrSystemUI', 'getCurrentInstanceCount']"
Lcom/android/server/notification/NotificationManagerService,getSnoozedNotificationsFromListener,3,"[<Application,Lcom/android/server/notification/NotificationManagerService$12>, <Application,Landroid/service/notification/INotificationListener>, <Primordial,I>]","['checkServiceTokenLocked', 'add', 'size', 'cloneLight', 'access$1000', 'getSnoozed', 'get', 'access$4600', '<init>', 'access$4800']"
Lcom/android/server/notification/NotificationManagerService,getZenMode,1,"[<Application,Lcom/android/server/notification/NotificationManagerService$12>]",['getZenMode']
Lcom/android/server/notification/NotificationManagerService,getZenModeConfig,1,"[<Application,Lcom/android/server/notification/NotificationManagerService$12>]","['enforceSystemOrSystemUI', 'getConfig']"
Lcom/android/server/notification/NotificationManagerService,getZenRules,1,"[<Application,Lcom/android/server/notification/NotificationManagerService$12>]","['getCallingUid', 'getZenRules', 'enforcePolicyAccess']"
Lcom/android/server/notification/NotificationManagerService,isNotificationAssistantAccessGranted,2,"[<Application,Lcom/android/server/notification/NotificationManagerService$12>, <Application,Landroid/content/ComponentName>]","['checkNotNull', 'flattenToString', 'access$4000', 'getCallingUserHandle', 'getIdentifier', 'getPackageName', 'isPackageOrComponentAllowed', 'access$1800']"
Lcom/android/server/notification/NotificationManagerService,isNotificationListenerAccessGranted,2,"[<Application,Lcom/android/server/notification/NotificationManagerService$12>, <Application,Landroid/content/ComponentName>]","['checkNotNull', 'flattenToString', 'access$4000', 'getCallingUserHandle', 'getIdentifier', 'access$1000', 'getPackageName', 'isPackageOrComponentAllowed']"
Lcom/android/server/notification/NotificationManagerService,isNotificationListenerAccessGrantedForUser,3,"[<Application,Lcom/android/server/notification/NotificationManagerService$12>, <Application,Landroid/content/ComponentName>, <Primordial,I>]","['checkNotNull', 'access$4100', 'flattenToString', 'access$1000', 'isPackageOrComponentAllowed']"
Lcom/android/server/notification/NotificationManagerService,isNotificationPolicyAccessGranted,2,"[<Application,Lcom/android/server/notification/NotificationManagerService$12>, <Application,Ljava/lang/String>]",['checkPolicyAccess']
Lcom/android/server/notification/NotificationManagerService,isNotificationPolicyAccessGrantedForPackage,2,"[<Application,Lcom/android/server/notification/NotificationManagerService$12>, <Application,Ljava/lang/String>]","['enforceSystemOrSystemUIOrSamePackage', 'checkPolicyAccess']"
Lcom/android/server/notification/NotificationManagerService,isSystemConditionProviderEnabled,2,"[<Application,Lcom/android/server/notification/NotificationManagerService$12>, <Application,Ljava/lang/String>]","['isSystemProviderEnabled', 'enforceSystemOrSystemUI', 'access$1100']"
Lcom/android/server/notification/NotificationManagerService,matchesCallFilter,2,"[<Application,Lcom/android/server/notification/NotificationManagerService$12>, <Application,Landroid/os/Bundle>]","['matchesCallFilter', 'enforceSystemOrSystemUI', 'getCallingUserHandle', 'findExtractor', 'access$900']"
Lcom/android/server/notification/NotificationManagerService,matchesMessageFilter,2,"[<Application,Lcom/android/server/notification/NotificationManagerService$12>, <Application,Landroid/os/Bundle>]","['getCallingUserHandle', 'matchesMessageFilter', 'findExtractor', 'access$900']"
Lcom/android/server/notification/NotificationManagerService,notifyConditions,4,"[<Application,Lcom/android/server/notification/NotificationManagerService$12>, <Application,Ljava/lang/String>, <Application,Landroid/service/notification/IConditionProvider>, <Application,[Landroid/service/notification/Condition>]","['post', 'access$4000', 'access$1100', 'access$5500', 'checkServiceToken', '<init>']"
Lcom/android/server/notification/NotificationManagerService,onlyHasDefaultChannel,3,"[<Application,Lcom/android/server/notification/NotificationManagerService$12>, <Application,Ljava/lang/String>, <Primordial,I>]","['onlyHasDefaultChannel', 'enforceSystemOrSystemUI', 'access$900']"
Lcom/android/server/notification/NotificationManagerService,registerListener,4,"[<Application,Lcom/android/server/notification/NotificationManagerService$12>, <Application,Landroid/service/notification/INotificationListener>, <Application,Landroid/content/ComponentName>, <Primordial,I>]","['registerService', 'enforceSystemOrSystemUI', 'access$1000']"
Lcom/android/server/notification/NotificationManagerService,removeAutomaticZenRule,2,"[<Application,Lcom/android/server/notification/NotificationManagerService$12>, <Application,Ljava/lang/String>]","['removeAutomaticZenRule', 'getCallingUid', 'checkNotNull', 'enforcePolicyAccess']"
Lcom/android/server/notification/NotificationManagerService,removeAutomaticZenRules,2,"[<Application,Lcom/android/server/notification/NotificationManagerService$12>, <Application,Ljava/lang/String>]","['checkNotNull', 'removeAutomaticZenRules', 'enforceSystemOrSystemUI']"
Lcom/android/server/notification/NotificationManagerService,removeEdgeNotification,5,"[<Application,Lcom/android/server/notification/NotificationManagerService$12>, <Application,Ljava/lang/String>, <Primordial,I>, <Application,Landroid/os/Bundle>, <Primordial,I>]","['getCallingUid', 'handleIncomingUser', 'access$4000', 'removeEdgeNotificationInternal', 'getCallingPid']"
Lcom/android/server/notification/NotificationManagerService,requestBindListener,2,"[<Application,Lcom/android/server/notification/NotificationManagerService$12>, <Application,Landroid/content/ComponentName>]","['restoreCallingIdentity', 'setComponentState', 'access$4000', 'access$1000', 'clearCallingIdentity', 'getPackageName', 'isComponentEnabledForCurrentProfiles', 'access$1800']"
Lcom/android/server/notification/NotificationManagerService,requestBindProvider,2,"[<Application,Lcom/android/server/notification/NotificationManagerService$12>, <Application,Landroid/content/ComponentName>]","['restoreCallingIdentity', 'setComponentState', 'access$4000', 'clearCallingIdentity', 'access$1100', 'getPackageName']"
Lcom/android/server/notification/NotificationManagerService,requestHintsFromListener,3,"[<Application,Lcom/android/server/notification/NotificationManagerService$12>, <Application,Landroid/service/notification/INotificationListener>, <Primordial,I>]","['checkServiceTokenLocked', 'access$5000', 'restoreCallingIdentity', 'access$5100', 'access$1000', 'access$5200', 'clearCallingIdentity', 'access$4900']"
Lcom/android/server/notification/NotificationManagerService,requestInterruptionFilterFromListener,3,"[<Application,Lcom/android/server/notification/NotificationManagerService$12>, <Application,Landroid/service/notification/INotificationListener>, <Primordial,I>]","['checkServiceTokenLocked', 'restoreCallingIdentity', 'access$1000', 'clearCallingIdentity', 'access$3300', 'requestFromListener']"
Lcom/android/server/notification/NotificationManagerService,requestUnbindListener,2,"[<Application,Lcom/android/server/notification/NotificationManagerService$12>, <Application,Landroid/service/notification/INotificationListener>]","['checkServiceTokenLocked', 'restoreCallingIdentity', 'setComponentState', 'access$1000', 'clearCallingIdentity', 'getOwner']"
Lcom/android/server/notification/NotificationManagerService,requestUnbindProvider,2,"[<Application,Lcom/android/server/notification/NotificationManagerService$12>, <Application,Landroid/service/notification/IConditionProvider>]","['restoreCallingIdentity', 'setComponentState', 'clearCallingIdentity', 'access$1100', 'checkServiceToken', 'getOwner']"
Lcom/android/server/notification/NotificationManagerService,setInterruptionFilter,3,"[<Application,Lcom/android/server/notification/NotificationManagerService$12>, <Application,Ljava/lang/String>, <Primordial,I>]","['setManualZenMode', 'restoreCallingIdentity', 'enforcePolicyAccess', 'clearCallingIdentity', 'zenModeFromInterruptionFilter', 'toString', '<init>', 'append']"
Lcom/android/server/notification/NotificationManagerService,setNotificationAssistantAccessGranted,3,"[<Application,Lcom/android/server/notification/NotificationManagerService$12>, <Application,Landroid/content/ComponentName>, <Primordial,Z>]","['setNotificationAssistantAccessGrantedForUser', 'getCallingUserHandle', 'getIdentifier']"
Lcom/android/server/notification/NotificationManagerService,setNotificationAssistantAccessGrantedForUser,4,"[<Application,Lcom/android/server/notification/NotificationManagerService$12>, <Application,Landroid/content/ComponentName>, <Primordial,I>, <Primordial,Z>]","['savePolicyFile', 'restoreCallingIdentity', 'test', 'flattenToString', 'setPackage', 'sendBroadcastAsUser', 'setPackageOrComponentEnabled', '<init>', 'checkNotNull', 'addFlags', 'of', 'clearCallingIdentity', 'access$1100', 'access$6600', 'access$6700', 'getPackageName', 'getContext', 'access$1800']"
Lcom/android/server/notification/NotificationManagerService,setNotificationListenerAccessGranted,3,"[<Application,Lcom/android/server/notification/NotificationManagerService$12>, <Application,Landroid/content/ComponentName>, <Primordial,Z>]","['getCallingUserHandle', 'getIdentifier', 'setNotificationListenerAccessGrantedForUser']"
Lcom/android/server/notification/NotificationManagerService,setNotificationListenerAccessGrantedForUser,4,"[<Application,Lcom/android/server/notification/NotificationManagerService$12>, <Application,Landroid/content/ComponentName>, <Primordial,I>, <Primordial,Z>]","['savePolicyFile', 'getCallingUid', 'restoreCallingIdentity', 'flattenToString', 'test', 'access$1000', 'setPackage', 'sendBroadcastAsUser', 'setPackageOrComponentEnabled', '<init>', 'contains', 'checkNotNull', 'addFlags', 'of', 'clearCallingIdentity', 'access$1100', 'access$6600', 'setListenerHistoryType', 'access$6700', 'getPackageName', 'getCallingPid', 'getContext']"
Lcom/android/server/notification/NotificationManagerService,setNotificationPolicy,3,"[<Application,Lcom/android/server/notification/NotificationManagerService$12>, <Application,Ljava/lang/String>, <Application,Landroid/app/NotificationManager$Policy>]","['restoreCallingIdentity', 'enforcePolicyAccess', 'traceSetNotificationPolicy', 'clearCallingIdentity', 'getNotificationPolicy', 'setNotificationPolicy', 'access$1400', 'access$1500', '<init>', 'getApplicationInfo', 'calculateSuppressedVisualEffects', 'getUserId']"
Lcom/android/server/notification/NotificationManagerService,setNotificationPolicyAccessGranted,3,"[<Application,Lcom/android/server/notification/NotificationManagerService$12>, <Application,Ljava/lang/String>, <Primordial,Z>]","['getCallingUserHandle', 'getIdentifier', 'setNotificationPolicyAccessGrantedForUser']"
Lcom/android/server/notification/NotificationManagerService,setNotificationPolicyAccessGrantedForUser,4,"[<Application,Lcom/android/server/notification/NotificationManagerService$12>, <Application,Ljava/lang/String>, <Primordial,I>, <Primordial,Z>]","['savePolicyFile', 'restoreCallingIdentity', 'test', 'setPackage', 'sendBroadcastAsUser', 'setPackageOrComponentEnabled', '<init>', 'addFlags', 'of', 'clearCallingIdentity', 'access$1100', 'access$6600', 'access$6700', 'getContext']"
Lcom/android/server/notification/NotificationManagerService,setNotificationsEnabledForPackage,4,"[<Application,Lcom/android/server/notification/NotificationManagerService$12>, <Application,Ljava/lang/String>, <Primordial,I>, <Primordial,Z>]","['savePolicyFile', 'enforceSystemOrSystemUI', 'setPackage', 'sendBroadcastAsUser', 'cancelAllNotificationsInt', '<init>', 'access$900', 'setEnabled', 'putExtra', 'addFlags', 'of', 'w', 'access$1500', 'access$1600', 'getContext', 'getUserId']"
Lcom/android/server/notification/NotificationManagerService,setNotificationsEnabledWithImportanceLockForPackage,4,"[<Application,Lcom/android/server/notification/NotificationManagerService$12>, <Application,Ljava/lang/String>, <Primordial,I>, <Primordial,Z>]","['setNotificationsEnabledForPackage', 'setAppImportanceLocked', 'access$900']"
